,职位名,链接,公司,工作地点,薪资,经验,学历,工作地点(城市),薪资(统一月薪元)
1229,数据分析员 应届毕业生,http://jobs.51job.com/shenzhen-lhxq/92096331.html?s=01&t=0,深圳市金广角科技有限公司,深圳-龙华新区,4.5-6千/月,1年经验,大专,深圳,5250.0
1230,数据分析专员,http://jobs.51job.com/nanchang-ncx/92443956.html?s=01&t=0,江西煌上煌集团食品股份有限公司,南昌-南昌县,2-4千/月,,大专,南昌,3000.0
1231,驻地运营（数据分析方向）,http://jobs.51job.com/guiyang/91476869.html?s=01&t=0,中广电传媒有限公司,贵阳,3-4.5千/月,1年经验,大专,贵阳,3750.0
1232,数据分析员,http://jobs.51job.com/dongguan-ncq/71545116.html?s=01&t=0,钻石世家国际珠宝有限公司,东莞-南城区,3-4.5千/月,1年经验,大专,东莞,3750.0
1233,数据分析师,http://jobs.51job.com/shanghai-mhq/91890822.html?s=01&t=0,上海优雅广告有限公司,上海-闵行区,1-1.5万/月,2年经验,,上海,12500.0
1234,数据分析专员（MG）8683,http://jobs.51job.com/ningbo/86033382.html?s=01&t=0,宁波玛蒂丽尔时尚服饰有限公司,宁波,6-8千/月,,,宁波,7000.0
1235,数据分析,http://jobs.51job.com/suzhou/84956131.html?s=01&t=0,苏州复承嘉华网络科技有限公司,苏州,0.6-1.2万/月,,本科,苏州,9000.0
1236,CRM database specialist/数据分析师,http://jobs.51job.com/shanghai-jaq/89543318.html?s=01&t=0,大连博创人力资源开发有限公司,上海-静安区,1-1.5万/月,,,上海,12500.0
1237,可视化数据分析师,http://jobs.51job.com/shanghai-xhq/91263979.html?s=01&t=0,上海费芮网络科技有限公司,上海-徐汇区,1.5-2万/月,2年经验,大专,上海,17500.0
1238,数据分析师-福州,http://jobs.51job.com/fuzhou/80187864.html?s=01&t=0,福建富士通信息软件有限公司,福州,1-1.5万/月,3-4年经验,本科,福州,12500.0
1239,数据分析,http://jobs.51job.com/guangzhou-lwq/79575128.html?s=01&t=0,广州市阅风网络科技有限公司,广州-荔湾区,3-6千/月,,本科,广州,4500.0
1240,数据分析运营专员,http://jobs.51job.com/wuhan-jxq/79353692.html?s=01&t=0,武汉卓翰网络科技有限公司,武汉-江夏区,4-6千/月,,,武汉,5000.0
1241,大数据分析助理 五险一金 周末双休,http://jobs.51job.com/dalian-zsq/87213676.html?s=01&t=0,大连友联科技信息服务有限公司,大连-中山区,4-6千/月,无工作经验,大专,大连,5000.0
1242,CRM数据分析主任,http://jobs.51job.com/guangzhou-thq/84700768.html?s=01&t=0,赫基国际集团－Five Plus事业部,广州-天河区,,3-4年经验,本科,广州,
1243,数据分析师,http://jobs.51job.com/guangzhou/88861327.html?s=01&t=0,广州荔枝网络有限公司,广州,1-2万/月,2年经验,本科,广州,15000.0
1244,数据分析师,http://jobs.51job.com/beijing-cyq/84593886.html?s=01&t=0,北京智慧摩羯数据科技有限公司,北京-朝阳区,1.2-1.8万/月,2年经验,本科,北京,15000.0
1245,数据分析员/商品专员,http://jobs.51job.com/guangzhou/71464538.html?s=01&t=0,广州比华利保罗服饰有限公司,广州,3.5-4.5千/月,2年经验,大专,广州,4000.0
1246,数据分析,http://jobs.51job.com/shenzhen/88646985.html?s=01&t=0,深圳市优克联新技术有限公司,深圳,10-15万/年,,本科,深圳,10417.0
1247,数据分析师（互联网）,http://jobs.51job.com/shanghai-pdxq/81477101.html?s=01&t=0,上海方付通商务服务有限公司,上海-浦东新区,1-2万/月,3-4年经验,,上海,15000.0
1248,数据分析师,http://jobs.51job.com/shanghai-pdxq/91997473.html?s=01&t=0,上海宏鹿信息技术服务有限公司,上海-浦东新区,1.5-3万/月,2年经验,本科,上海,22500.0
1249,数据专员/数据分析专员,http://jobs.51job.com/guangzhou/84291629.html?s=01&t=0,广州中医药大学固生堂医疗门诊部有限公司,广州,5-7千/月,,大专,广州,6000.0
1250,数据分析师,http://jobs.51job.com/beijing-ftq/84149228.html?s=01&t=0,经纶世纪医疗网络技术（北京）有限公司,北京-丰台区,6-8千/月,,大专,北京,7000.0
1251,数据分析,http://jobs.51job.com/hangzhou-xhq/91041345.html?s=01&t=0,杭州拓道互联网金融服务有限公司,杭州-西湖区,0.8-1.2万/月,3-4年经验,,杭州,10000.0
1252,数据分析专员,http://jobs.51job.com/foshan/74966782.html?s=01&t=0,深圳市亿动力信息科技有限公司,佛山,3-5千/月,1年经验,本科,佛山,4000.0
1253,商品数据分析员,http://jobs.51job.com/guangzhou-byq/84030625.html?s=01&t=0,广东雅娜集团有限公司,广州-白云区,3.5-4.5千/月,2年经验,大专,广州,4000.0
1254,数据分析师,http://jobs.51job.com/guangzhou-thq/90920969.html?s=01&t=0,北京盛世创富证券投资顾问有限公司广州分公司,广州-天河区,0.6-1.2万/月,1年经验,本科,广州,9000.0
1255,商品数据分析专员/主管,http://jobs.51job.com/guangzhou-pyq/85759575.html?s=01&t=0,广州依趣服装有限公司,广州-番禺区,6-8千/月,3-4年经验,大专,广州,7000.0
1256,数据分析,http://jobs.51job.com/shanghai-xhq/78702416.html?s=01&t=0,上海晟永企业管理咨询有限公司,上海-徐汇区,0.7-1.5万/月,,,上海,11000.0
1257,数据分析经理,http://jobs.51job.com/nanjing/85842071.html?s=01&t=0,南京花津浦餐饮管理有限公司,南京,3-4万/月,,硕士,南京,35000.0
1258,数据分析师（网站数据分析）,http://jobs.51job.com/shanghai/73832250.html?s=01&t=0,宁圣金融信息服务（上海）有限公司,上海,6-8千/月,3-4年经验,,上海,7000.0
1259,数据分析师,http://jobs.51job.com/guiyang/88868837.html?s=01&t=0,云和恩墨（北京）信息技术有限公司,贵阳,6-8千/月,1年经验,本科,贵阳,7000.0
1260,数据分析专员,http://jobs.51job.com/wuxi-bhq/90803851.html?s=01&t=0,无锡链家房地产经纪有限公司,无锡-滨湖区,4.5-6千/月,,本科,无锡,5250.0
1261,数据分析,http://jobs.51job.com/hangzhou-bjq/85684688.html?s=01&t=0,环球黑卡,杭州-滨江区,0.5-1万/月,1年经验,大专,杭州,7500.0
1262,数据分析员,http://jobs.51job.com/dongguan-dcq/70481894.html?s=01&t=0,东莞市力玛网络科技有限公司,东莞-东城区,3-4.5千/月,2年经验,,东莞,3750.0
1263,数据分析专员( 数据 电话 销售 调查员）,http://jobs.51job.com/dalian-shkq/56022036.html?s=01&t=0,Veeva Systems Inc,大连-沙河口区,4.5-6千/月,2年经验,大专,大连,5250.0
1264,数据分析兼编程人员,http://jobs.51job.com/maanshan/89346622.html?s=01&t=0,安徽科达洁能股份有限公司,马鞍山,4-6千/月,,本科,马鞍山,5000.0
1265,数据分析员,http://jobs.51job.com/zhongshan/55119466.html?s=01&t=0,中山市荣实服饰有限公司,中山,3-4.5千/月,,,中山,3750.0
1266,数据分析专员,http://jobs.51job.com/guangzhou/78418977.html?s=01&t=0,广州市娇兰化妆品有限公司,广州,3-4.5千/月,1年经验,本科,广州,3750.0
1267,数据分析师,http://jobs.51job.com/chongqing/89693921.html?s=01&t=0,重庆（香港）中原营销策划顾问有限公司,重庆,4-5千/月,1年经验,本科,重庆,4500.0
1268,行政助理及数据分析,http://jobs.51job.com/huizhou/88239131.html?s=01&t=0,利东制衣（惠州）有限公司,惠州,3-3.5千/月,,大专,惠州,3250.0
1269,商品数据分析,http://jobs.51job.com/hangzhou-bjq/90742407.html?s=01&t=0,浙江隆仕升服饰有限公司,杭州-滨江区,4.5-6千/月,2年经验,大专,杭州,5250.0
1270,公司直招数据分析4000,http://jobs.51job.com/changchun-ngq/86165429.html?s=01&t=0,吉林省汇创优诚科技有限公司,长春-南关区,4.5-6千/月,无工作经验,高中,长春,5250.0
1271,高级大数据分析师,http://jobs.51job.com/shanghai-ptq/84918593.html?s=01&t=0,北京游仁堂商贸有限公司,上海-普陀区,1-2万/月,,,上海,15000.0
1272,高级数据分析师,http://jobs.51job.com/shanghai-pdxq/92109777.html?s=01&t=0,乐鑫信息科技（上海）有限公司,上海-浦东新区,1.5-2万/月,,本科,上海,17500.0
1273,数据分析师-武汉-01031,http://jobs.51job.com/wuhan-wcq/90252315.html?s=01&t=0,京北方信息技术股份有限公司,武汉-武昌区,6-7.9千/月,,,武汉,6950.0
1274,数据分析师,http://jobs.51job.com/wuhu/88127541.html?s=01&t=0,三只松鼠股份有限公司,芜湖,3-4.5千/月,,,芜湖,3750.0
1275,数据分析员,http://jobs.51job.com/guangzhou-byq/85069947.html?s=01&t=0,娇兰佳人集团广州分公司,广州-白云区,3.5-4.3千/月,1年经验,,广州,3900.0
1276,金融数据分析师,http://jobs.51job.com/wuhan-hsq/69797635.html?s=01&t=0,财新数据科技有限公司,武汉-洪山区,5-7千/月,1年经验,本科,武汉,6000.0
1277,数据分析主管（商业支持）,http://jobs.51job.com/beijing-cyq/91668201.html?s=01&t=0,爱卡汽车网,北京-朝阳区,1.5-2.5万/月,,,北京,20000.0
1278,商业数据分析师,http://jobs.51job.com/hangzhou-bjq/86931046.html?s=01&t=0,杭州来啊网络技术有限公司,杭州-滨江区,6-8千/月,2年经验,大专,杭州,7000.0
1279,数据分析师,http://jobs.51job.com/nanjing/92402640.html?s=01&t=0,南京三宝科技股份有限公司,南京,1-1.2万/月,3-4年经验,,南京,11000.0
1280,数据分析师,http://jobs.51job.com/dongguan/83164091.html?s=01&t=0,中域电讯连锁集团股份有限公司,东莞,0.7-1.4万/月,1年经验,大专,东莞,10500.0
1281,数据分析经理,http://jobs.51job.com/shanghai-pdxq/89661137.html?s=01&t=0,上海即富信息技术服务有限公司,上海-浦东新区,2.5-3万/月,,,上海,27500.0
1282,销售数据分析,http://jobs.51job.com/suzhou/91126117.html?s=01&t=0,绝味食品上海,苏州,3-4.5千/月,2年经验,大专,苏州,3750.0
1283,数据分析师,http://jobs.51job.com/chengdu-whq/87867532.html?s=01&t=0,四川省人口学会,成都-武侯区,8-12万/年,,本科,成都,8333.0
1284,数据分析工程师,http://jobs.51job.com/shenzhen/91414697.html?s=01&t=0,精华隆智慧感知科技（深圳）股份有限公司,深圳,1.2-2.2万/月,,本科,深圳,17000.0
1285,大数据分析架构师,http://jobs.51job.com/shanghai-pdxq/90091481.html?s=01&t=0,上海天源迪科信息技术有限公司,上海-浦东新区,1.5-2万/月,5-7年经验,本科,上海,17500.0
1286,数据分析专员（收单行业差错争议处理）,http://jobs.51job.com/shanghai-xhq/74539237.html?s=01&t=0,上海秉垚网络信息服务有限公司,上海-徐汇区,4.5-6千/月,,大专,上海,5250.0
1287,商品专员/数据分析专员,http://jobs.51job.com/guangzhou/72364677.html?s=01&t=0,明洞优汇,广州,4.5-6千/月,2年经验,,广州,5250.0
1288,数据分析员,http://jobs.51job.com/jinan/86454414.html?s=01&t=0,意威金融信息服务（上海）有限公司山东分公司,济南,4.5-6千/月,1年经验,本科,济南,5250.0
1289,地产数据分析师,http://jobs.51job.com/jinan/92386820.html?s=01&t=0,山东锐房,济南,0.8-1万/月,3-4年经验,,济南,9000.0
1290,数据分析专员,http://jobs.51job.com/beijing-dxq/85747743.html?s=01&t=0,北京爱亲投资股份有限公司,北京-大兴区,4-5千/月,,大专,北京,4500.0
1291,数据分析师,http://jobs.51job.com/hangzhou-gsq/73844376.html?s=01&t=0,浙江汇信科技有限公司,杭州-拱墅区,1-1.5万/月,3-4年经验,本科,杭州,12500.0
1292,数据分析专员-杭州,http://jobs.51job.com/hangzhou-jgq/90127059.html?s=01&t=0,广州志鸿物流有限公司,杭州-江干区,3-4.5千/月,,中专,杭州,3750.0
1293,销售数据分析,http://jobs.51job.com/shanghai-mhq/85898540.html?s=01&t=0,百家好（上海）时装有限公司,上海-闵行区,4-7千/月,1年经验,,上海,5500.0
1294,运营管理专员/数据分析师,http://jobs.51job.com/dongguan/77766957.html?s=01&t=0,东莞链家房地产经纪有限公司,东莞,4.5-6千/月,无工作经验,本科,东莞,5250.0
1295,数据分析实习生,http://jobs.51job.com/chengdu/88163128.html?s=01&t=0,成都市视爵图像设计有限公司,成都,3-4千/月,,,成都,3500.0
1296,高薪急聘：数据分析专员（上市公司+双休+五险一金）,http://jobs.51job.com/guangzhou/87738950.html?s=01&t=0,广州若羽臣科技股份有限公司,广州,4.5-6千/月,1年经验,大专,广州,5250.0
1297,数据分析师,http://jobs.51job.com/shanghai-qpq/92140741.html?s=01&t=0,上海皇宇科技（集团）股份有限公司,上海-青浦区,0.7-1万/月,3-4年经验,大专,上海,8500.0
1298,数据分析,http://jobs.51job.com/shanghai-xhq/69074273.html?s=01&t=0,明纵实业发展（上海）有限公司,上海-徐汇区,6-8千/月,1年经验,本科,上海,7000.0
1299,数据分析算法工程师,http://jobs.51job.com/beijing/66594511.html?s=01&t=0,北京华如科技股份有限公司,北京,6-8千/月,1年经验,硕士,北京,7000.0
1300,数据分析专员,http://jobs.51job.com/wuhan-wcq/91433326.html?s=01&t=0,武汉一起好金融信息服务股份有限公司,武汉-武昌区,4-7千/月,,,武汉,5500.0
1301,高级数据分析师,http://jobs.51job.com/tianjin/88619669.html?s=01&t=0,天津天大求实电力新技术股份有限公司,天津,0.8-1万/月,,,天津,9000.0
1302,高新诚聘数据分析师,http://jobs.51job.com/jinan-lcq/87567967.html?s=01&t=0,山东澳威企业管理咨询有限公司,济南-历城区,3-4.5千/月,,,济南,3750.0
1303,数据分析员,http://jobs.51job.com/beijing-tzq/84400231.html?s=01&t=0,通润康诺科技（北京）有限公司,北京-通州区,0.4-1万/月,1年经验,大专,北京,7000.0
1304,供应链金融数据分析师,http://jobs.51job.com/shanghai-ptq/70168647.html?s=01&t=0,上海文沥信息技术有限公司,上海-普陀区,1.5-2.5万/月,5-7年经验,硕士,上海,20000.0
1305,gis数据分析工程师,http://jobs.51job.com/beijing/68730068.html?s=01&t=0,大庆油田工程有限公司北京分公司,北京,0.5-1万/月,2年经验,本科,北京,7500.0
1306,数据分析师,http://jobs.51job.com/shanghai/80629099.html?s=01&t=0,上海东方希杰商务有限公司/东方购物/东方CJ,上海,,,,上海,
1307,数据分析员,http://jobs.51job.com/shenzhen/92326921.html?s=01&t=0,深圳互惠联盟电子商务有限公司,深圳,4.5-6千/月,,大专,深圳,5250.0
1308,数据分析工程师,http://jobs.51job.com/beijing/77186206.html?s=01&t=0,亿阳信通股份有限公司,北京,,2年经验,本科,北京,
1309,数据分析师,http://jobs.51job.com/shenzhen-nsq/89795655.html?s=01&t=0,深圳市远望谷信息技术股份有限公司,深圳-南山区,0.8-1.5万/月,,本科,深圳,11500.0
1310,数据分析师/数据挖掘工程师/用户运营,http://jobs.51job.com/shanghai-hkq/91605755.html?s=01&t=0,上海汉州资产管理有限公司,上海-虹口区,0.8-1.2万/月,1年经验,本科,上海,10000.0
1311,商品数据分析专员,http://jobs.51job.com/guangzhou-hzq/91452381.html?s=01&t=0,广州市索萨服饰有限公司,广州-海珠区,6-8千/月,3-4年经验,大专,广州,7000.0
1312,Python数据分析师,http://jobs.51job.com/suzhou-gyyq/82811222.html?s=01&t=0,苏州金溢宝大数据科技有限公司,苏州-工业园区,0.7-1.5万/月,1年经验,本科,苏州,11000.0
1313,五百强外企—COP数据分析,http://jobs.51job.com/shanghai/83099126.html?s=01&t=0,上海合杰人才服务有限公司,上海,4.5-5千/月,无工作经验,大专,上海,4750.0
1314,数据分析师,http://jobs.51job.com/shanghai/92218226.html?s=01&t=0,上海海晏威固国际贸易有限公司,上海,0.8-1.2万/月,,大专,上海,10000.0
1315,数据分析师,http://jobs.51job.com/chengdu-chq/74345475.html?s=01&t=0,华润置地（成都）商业管理公司,成都-成华区,4-6千/月,1年经验,本科,成都,5000.0
1316,销售行政专员（数据分析）Sales Admin Specialist,http://jobs.51job.com/beijing-cyq/90684690.html?s=01&t=0,欧蒙医学诊断（中国）有限公司,北京-朝阳区,6-8千/月,,,北京,7000.0
1317,大数据分析工程师,http://jobs.51job.com/shenzhen/87410473.html?s=01&t=0,深圳达实智能股份有限公司,异地招聘,1-3万/月,3-4年经验,本科,异地招聘,20000.0
1318,商品企划主管（数据分析）,http://jobs.51job.com/guangzhou/88220582.html?s=01&t=0,广州卡门实业有限公司,广州,6-8千/月,3-4年经验,,广州,7000.0
1319,数据分析师（初级）,http://jobs.51job.com/beijing-cyq/84651870.html?s=01&t=0,中青联盟大数据研究（北京）有限公司,北京-朝阳区,0.5-1.5万/月,1年经验,本科,北京,10000.0
1320,数据分析经理/主管,http://zta.51job.com/details.php?jobid=91936620,中国正通汽车服务控股有限公司,北京-丰台区,1-1.8万/月,,,北京,14000.0
1321,数据分析,http://jobs.51job.com/shenzhen/85207877.html?s=01&t=0,深圳奥莎尼服装设计有限公司,深圳,0.8-1万/月,5-7年经验,大专,深圳,9000.0
1322,数据分析岗,http://jobs.51job.com/shenzhen/91091929.html?s=01&t=0,衍生（深圳）投资基金管理有限公司,深圳,15-20万/年,5-7年经验,本科,深圳,14583.0
1323,数据分析专员-北京-08678,http://jobs.51job.com/beijing-ftq/88952546.html?s=01&t=0,优信集团,北京-丰台区,5-8千/月,1年经验,大专,北京,6500.0
1324,数据分析,http://jobs.51job.com/wuhan-jaq/87833897.html?s=01&t=0,武汉吉家江寓房产管理服务有限公司,武汉-江岸区,3-4千/月,,大专,武汉,3500.0
1325,数据分析工程师,http://jobs.51job.com/guangzhou-thq/88767246.html?s=01&t=0,浙江金科文化产业股份有限公司,异地招聘,0.8-1.5万/月,,,异地招聘,11500.0
1326,数据分析专员,http://jobs.51job.com/hangzhou-jgq/85759653.html?s=01&t=0,杭州伊布都服饰有限公司,杭州-江干区,4-6千/月,1年经验,大专,杭州,5000.0
1327,数据分析专员,http://jobs.51job.com/hangzhou/91354651.html?s=01&t=0,卓尚服饰（杭州）有限公司,杭州,4.5-6千/月,2年经验,,杭州,5250.0
