职位名,链接,公司,工作地点,薪资,经验,学历
运营经理（网站运营及数据分析方向）,http://jobs.51job.com/shenzhen-nsq/71719101.html?s=01&t=0,深圳市众缆互联科技有限公司,深圳-南山区,30-40万/年,5-7年经验,本科
数据分析师,http://jobs.51job.com/shanghai-hpq/80005187.html?s=01&t=0,上海心融健康科技有限公司,上海-黄浦区,6-8千/月,,
大数据分析,http://jobs.51job.com/jinan/91089533.html?s=01&t=0,山东智和创信息技术有限公司,济南,0.8-1万/月,3-4年经验,大专
数据分析员,http://jobs.51job.com/beijing-cyq/53896956.html?s=01&t=0,北京汉典制药有限公司,北京-朝阳区,,1年经验,大专
数据分析主任,http://jobs.51job.com/guangzhou-yxq/88354532.html?s=01&t=0,广东中原地产代理有限公司,广州-越秀区,4.5-6.5千/月,,
亚马逊数据分析师,http://jobs.51job.com/hefei/90155765.html?s=01&t=0,合肥葵申贸易有限公司,合肥,1-3万/月,,大专
数据分析师,http://jobs.51job.com/beijing-cyq/89716645.html?s=01&t=0,和信信息服务有限公司,北京-朝阳区,0.8-1万/月,,本科
米雅资深数据分析师,http://jobs.51job.com/hangzhou/90223332.html?s=01&t=0,杭州米雅信息科技有限公司,杭州,0.8-2.5万/月,3-4年经验,本科
数据分析工程师（故障诊断方向）,http://jobs.51job.com/zhongshan/89798694.html?s=01&t=0,明阳智慧能源集团股份公司,中山,0.5-1万/月,2年经验,本科
数据分析师（房地产行业）,http://jobs.51job.com/beijing-ftq/85825422.html?s=01&t=0,房天下（北京）,北京-丰台区,0.8-1万/月,2年经验,本科
数据分析专员,http://jobs.51job.com/shanghai-pdxq/90605640.html?s=01&t=0,上海高骞金融信息服务有限公司,上海-浦东新区,0.8-1万/月,1年经验,本科
数据分析专员,http://jobs.51job.com/shanghai-pdxq/91567831.html?s=01&t=0,威海威高血液净化制品有限公司上海分公司,上海-浦东新区,6-8千/月,3-4年经验,大专
数据分析师,http://jobs.51job.com/guangzhou-pyq/91286471.html?s=01&t=0,广州生活无忧百货有限公司,广州-番禺区,4.5-6千/月,2年经验,大专
管理培训生（数据分析方向）,http://jobs.51job.com/shenzhen-lgq/91857674.html?s=01&t=0,深圳市前海鸿商电子商务有限公司,深圳-龙岗区,4-8千/月,,本科
产品数据分析/产品开发（跨境电商）,http://jobs.51job.com/shenzhen/91848267.html?s=01&t=0,深圳市致远科技有限公司,深圳,0.8-1.2万/月,,
高级销售数据分析师,http://jobs.51job.com/shanghai-zbq/87687931.html?s=01&t=0,智慧芽信息科技（苏州）有限公司,上海-闸北区,1.5-2万/月,,
运营数据分析,http://jobs.51job.com/shanghai-jaq/88065569.html?s=01&t=0,上海德佑物业顾问有限公司,上海-静安区,10-15万/年,,大专
数据分析及洞见岗,http://cpicallianz.51job.com/sc/show_job_detail.php?jobid=90595622,太保安联健康保险股份有限公司,上海-浦东新区,1-2万/月,,
数据分析师,http://jobs.51job.com/beijing/86650499.html?s=01&t=0,畅捷通信息技术股份有限公司,北京,1-2万/月,,硕士
数据分析方案工程师,http://jobs.51job.com/changsha/85824761.html?s=01&t=0,湖南湘能智能电器股份有限公司,长沙,6-8千/月,3-4年经验,本科
大数据分析工程师,http://jobs.51job.com/hangzhou/88861110.html?s=01&t=0,杭州云屏科技有限公司,杭州,1.2-2.2万/月,,
联想选件数据分析,http://jobs.51job.com/beijing/80417714.html?s=01&t=0,北京麦圃国际投资顾问有限公司,北京,4.5-6千/月,,
数据分析助理/专员,http://jobs.51job.com/beijing-tzq/90904114.html?s=01&t=0,北京律动乐器股份有限公司,北京-通州区,4-6千/月,1年经验,大专
大数据分析师（文本挖掘方向）,http://jobs.51job.com/beijing-cyq/90864932.html?s=01&t=0,长安新生（深圳）金融投资有限公司,北京-朝阳区,0.8-1.6万/月,,本科
项目主管/数据分析主管/数据主管（综合）,http://jobs.51job.com/guangzhou-thq/92223901.html?s=01&t=0,广州市天诺营销策划有限公司,广州-天河区,6-6.5千/月,2年经验,本科
风险数据分析专员（小额贷款公司）,http://jobs.51job.com/zhuhai/91178188.html?s=01&t=0,横琴金融投资集团有限公司,珠海,10-15万/年,3-4年经验,本科
数据分析员,http://51rz.51job.com/sc/show_job_detail.php?jobid=67024145,“前程无忧”51job.com（上海）,上海,,,
数据分析员,http://jobs.51job.com/foshan/88162500.html?s=01&t=0,佛山市骏威龙艾普汽车贸易有限公司,佛山,3-4.5千/月,1年经验,大专
金融数据分析专员（应届毕业生岗）,http://jobs.51job.com/beijing/72446003.html?s=01&t=0,北京天相瑞通软件有限公司,北京,0.6-1万/月,,本科
Amazon产品开发/亚马逊市场专员/数据分析,http://jobs.51job.com/shenzhen-lhq/86059765.html?s=01&t=0,深圳市润丰数码技术有限公司,深圳-罗湖区,4.5-8千/月,1年经验,大专
数据分析主管,http://jobs.51job.com/nanjing-jnq/92037633.html?s=01&t=0,国兴基金管理有限公司,南京-江宁区,4.5-6千/月,3-4年经验,大专
数据分析,http://jobs.51job.com/jinhua/88349582.html?s=01&t=0,浙江胜道体育用品有限公司,金华,3-4.5千/月,,
数据分析助理,http://jobs.51job.com/wuhan-hyq/80429697.html?s=01&t=0,武汉优候普文化传播有限公司,武汉-汉阳区,4.5-6千/月,,本科
k-12k双休五险一金早九晚五聘数据分析师（金融助理）,http://jobs.51job.com/beijing-cyq/92420317.html?s=01&t=0,中汇盛（北京）信息科技有限公司,北京-朝阳区,1-1.5万/月,,
数据分析师,http://jobs.51job.com/guangzhou-hzq/84728740.html?s=01&t=0,深圳触云科技有限公司,广州-海珠区,1.5-3.5万/月,2年经验,本科
数据分析师-用户增长,http://jobs.51job.com/beijing-cyq/90729484.html?s=01&t=0,北京一点网聚信息技术有限公司,北京-朝阳区,2.5-3万/月,3-4年经验,本科
数据分析主管（高薪、双休）,http://jobs.51job.com/shenzhen-nsq/88252436.html?s=01&t=0,深圳市恒信永利金融服务有限公司,深圳-南山区,1.5-2万/月,,
行业数据分析师,http://jobs.51job.com/kunming/76192595.html?s=01&t=0,昆明清华中科通用设备有限公司,昆明,3-4.5千/月,无工作经验,本科
数据分析师,http://jobs.51job.com/beijing-cyq/89337817.html?s=01&t=0,零点空间科技（北京）有限公司,北京-朝阳区,6-8千/月,,大专
数据分析工程师,http://jobs.51job.com/beijing-dcq/90613264.html?s=01&t=0,图谱天下（北京）科技有限公司,异地招聘,0.8-1万/月,,本科
临床数据分析,http://jobs.51job.com/guangzhou-hzq/90325284.html?s=01&t=0,广州嘉检医学检测有限公司,广州-海珠区,6-8千/月,无工作经验,本科
商品企划专员（数据分析员）,http://jobs.51job.com/guangzhou/78263071.html?s=01&t=0,广州品立服装有限公司,广州,4.5-6千/月,,
市场数据分析专员（实习生）,http://jobs.51job.com/beijing-ftq/91479337.html?s=01&t=0,北京太平宝迪科技发展有限公司,北京-丰台区,2-3千/月,,大专
DBA数据分析师,http://jobs.51job.com/shanghai-pdxq/92385843.html?s=01&t=0,富爵（深圳）金融服务有限公司,上海-浦东新区,1-2万/月,1年经验,大专
资深数据分析师,http://jobs.51job.com/shanghai-cnq/89094670.html?s=01&t=0,深圳市钱宝科技服务有限公司上海分公司,上海-长宁区,0.8-1.2万/月,3-4年经验,本科
高级交通大数据分析师,http://jobs.51job.com/guangzhou-pyq/86176166.html?s=01&t=0,广东方纬科技有限公司,广州-番禺区,0.7-1.2万/月,2年经验,本科
数据分析经理/BI经理（商业智能部）,http://jobs.51job.com/shenzhen-ftq/85410248.html?s=01&t=0,深圳市佰仟金融服务有限公司,深圳-福田区,2.5-5万/月,,本科
数据分析师,http://jobs.51job.com/shenzhen-nsq/79562269.html?s=01&t=0,深圳市聚橙网络技术有限公司,深圳-南山区,0.6-1万/月,,本科
SAS数据分析顾问,http://jobs.51job.com/shenzhen-lhxq/71076769.html?s=01&t=0,广州赛意信息科技股份有限公司,深圳-龙华新区,1.5-2万/月,3-4年经验,大专
数据分析及产品运营专员,http://jobs.51job.com/shanghai-hkq/76766643.html?s=01&t=0,上海讯真信息科技有限公司,上海-虹口区,5-8千/月,,大专
数据分析工程师,http://jobs.51job.com/shanghai-sjq/90078166.html?s=01&t=0,上海巨人网络科技有限公司,上海-松江区,1.5-2万/月,,
数据分析师SAS,http://jobs.51job.com/shanghai-cnq/70908726.html?s=01&t=0,上海信而富企业管理有限公司,上海-长宁区,1-1.5万/月,2年经验,
经理助理/数据分析,http://jobs.51job.com/chengdu/91349907.html?s=01&t=0,优客逸家（成都）信息科技有限公司,成都,4.5-6千/月,,本科
商品数据分析员,http://jobs.51job.com/guangzhou-byq/71837666.html?s=01&t=0,广州市妮乔服饰有限公司,广州-白云区,4.5-6千/月,,
数据分析师,http://jobs.51job.com/chengdu/84842772.html?s=01&t=0,四川米兰柏羽医学美容医院有限公司,成都,4.5-6千/月,,
数据分析员,http://jobs.51job.com/guangzhou-byq/75640563.html?s=01&t=0,广东新邦物流有限公司,广州-白云区,4.5-6千/月,,
数据分析专员,http://jobs.51job.com/guangzhou-thq/88320553.html?s=01&t=0,广州杰健仪器有限公司,广州-天河区,3.5-5.5千/月,2年经验,
数据分析助理享年终奖,http://jobs.51job.com/hefei-jkq/89599244.html?s=01&t=0,鼎丰商贸,合肥-经开区,4-6千/月,,大专
数据分析师,http://jobs.51job.com/beijing/89090703.html?s=01&t=0,和信电子商务有限公司,北京,0.5-1万/月,1年经验,本科
不妨试试6000+金融数据分析师/助理,http://jobs.51job.com/jinan/86397028.html?s=01&t=0,济南泽晟信息科技有限公司,济南,0.6-1.2万/月,3-4年经验,
体育数据分析师,http://jobs.51job.com/guangzhou-thq/91033986.html?s=01&t=0,广东全彩科技有限公司,广州-天河区,6-9千/月,1年经验,大专
数据分析师（中级）,http://jobs.51job.com/shanghai-hpq/81227161.html?s=01&t=0,上海万达全程健康服务有限公司,上海-黄浦区,0.8-1万/月,,本科
大区经理助理（数据分析方向）,http://jobs.51job.com/hangzhou-jgq/90456485.html?s=01&t=0,北京易积分科技有限公司,杭州-江干区,5-8万/年,1年经验,本科
数据分析师(大数据平台部),http://jobs.51job.com/shenzhen-ftq/86165017.html?s=01&t=0,深圳市金立通信设备有限公司,深圳-福田区,1-1.5万/月,5-7年经验,本科
数据分析工程师,http://jobs.51job.com/shanghai-xhq/87555745.html?s=01&t=0,中国华信能源有限公司,上海-徐汇区,1-1.5万/月,3-4年经验,本科
数据分析主管/专员电商,http://jobs.51job.com/chengdu-gxq/82763145.html?s=01&t=0,成都比比网络信息技术有限公司,成都-高新区,6-7千/月,,大专
高级数据分析师,http://jobs.51job.com/shanghai/83465302.html?s=01&t=0,上海星艾网络科技有限公司,上海,1.5-2.5万/月,3-4年经验,
数据分析助手,http://jobs.51job.com/changchun-ngq/90201634.html?s=01&t=0,长春力凡景创科技有限公司,长春-南关区,4.5-6千/月,,大专
数据分析师,http://jobs.51job.com/shenzhen-baq/91127058.html?s=01&t=0,鹏鼎控股（深圳）股份有限公司,深圳-宝安区,6-8千/月,1年经验,大专
HFCG2L-数据分析处理员,http://jobs.51job.com/hefei-gxq/88499896.html?s=01&t=0,安徽国泰安教育科技有限公司,合肥-高新区,2.5-4千/月,无工作经验,本科
数据分析员,http://jobs.51job.com/kunshan/92444365.html?s=01&t=0,江苏AB股份有限公司,异地招聘,4.5-6千/月,,本科
销售数据分析员/数据调研与挖掘,http://jobs.51job.com/foshan/73840227.html?s=01&t=0,林氏木业,佛山,3-4.5千/月,无工作经验,大专
DSP优化师/数据分析师-SH,http://jobs.51job.com/shanghai/76536750.html?s=01&t=0,北京品友互动信息技术股份公司,上海,1-1.5万/月,,本科
BI数据分析师,http://jobs.51job.com/shanghai-bsq/90846292.html?s=01&t=0,聚鲜网络科技（上海）有限公司,上海-宝山区,2-2.5万/月,,大专
项目运营/数据分析专员-2017、2018届秋招,http://jobs.51job.com/shaanxisheng/92394709.html?s=01&t=0,中软海晟信息（西安）,异地招聘,4.5-6千/月,无工作经验,大专
数据分析师,http://jobs.51job.com/guangzhou-thq/91802867.html?s=01&t=0,广州明动软件股份有限公司,广州-天河区,0.6-1万/月,,
数据分析专员,http://jobs.51job.com/beijing/83803044.html?s=01&t=0,中联心传（长春）科技有限公司北京分公司,北京,6-8千/月,2年经验,本科
php开发工程师（数据分析方向）,http://jobs.51job.com/guangzhou-thq/90274352.html?s=01&t=0,广州小丑鱼信息科技有限公司,广州-天河区,1-2万/月,1年经验,
高级数据分析师（跨境电商&急急急）,http://jobs.51job.com/beijing/92119762.html?s=01&t=0,踏浪者国际有限公司,北京,1.5-2万/月,3-4年经验,本科
央广购物外呼营销数据分析专员,http://jobs.51job.com/beijing-dxq/91411513.html?s=01&t=0,北京探宝文化传播有限公司,北京-大兴区,4.5-6千/月,1年经验,大专
商品数据分析专员（苏州）,http://jobs.51job.com/suzhou-gsq/90466185.html?s=01&t=0,绫致时装（天津）有限公司,苏州-姑苏区,4-6千/月,,大专
data analyst - intern医药数据分析师 (实习生),http://jobs.51job.com/shanghai-lwq/62521214.html?s=01&t=0,灵麦（上海）国际贸易有限公司,上海-卢湾区,2-3千/月,无工作经验,本科
数据分析师（大数据方向,http://jobs.51job.com/wuhan-wcq/88793915.html?s=01&t=0,武汉智创工场互联网科技发展有限公司,武汉-武昌区,0.8-1.5万/月,,大专
数据分析主管,http://jobs.51job.com/guangzhou-hzq/91787431.html?s=01&t=0,英氏婴童用品有限公司,广州-海珠区,0.8-1万/月,3-4年经验,本科
数据分析员（医药学）,http://jobs.51job.com/guangzhou-thq/87679609.html?s=01&t=0,广东医睦科技有限公司,广州-天河区,4-6千/月,1年经验,
数据分析师,http://jobs.51job.com/hangzhou/86646566.html?s=01&t=0,浙江加州国际纳米技术研究院绍兴分院,杭州,0.5-1.1万/月,,本科
数据分析专员/总监助理,http://jobs.51job.com/shenzhen/86003297.html?s=01&t=0,深圳市掌世界网络科技有限公司,深圳,4.5-6千/月,,
数据分析师,http://jobs.51job.com/wuhan-hsq/82893998.html?s=01&t=0,湖北网音科技有限公司,武汉-洪山区,3.5-5.5千/月,,大专
数据分析师,http://jobs.51job.com/yiwu/92444899.html?s=01&t=0,义乌中国小商品城征信有限公司,义乌,8-10万/年,2年经验,本科
数据分析员,http://jobs.51job.com/shanghai-hpq/91917298.html?s=01&t=0,上海嘉桥信息科技有限公司,上海-黄浦区,6-8千/月,无工作经验,本科
Commercial Analyst 商业数据分析员,http://jobs.51job.com/shanghai/80555944.html?s=01&t=0,皮尔法伯（上海）化妆品咨询有限公司,上海,7-8千/月,2年经验,本科
大数据分析师,http://jobs.51job.com/shanghai-xhq/91969225.html?s=01&t=0,上海中溶科技有限公司,上海-徐汇区,0.5-1万/月,,本科
大数据分析师,http://jobs.51job.com/beijing-cyq/91946936.html?s=01&t=0,北京光合四季文化传媒有限公司,北京-朝阳区,6-8千/月,,
数据分析策划,http://jobs.51job.com/chengdu-gxq/86490872.html?s=01&t=0,成都米珈科技有限公司,成都-高新区,5-8千/月,2年经验,本科
数据分析专员,http://jobs.51job.com/shanghai/86631078.html?s=01&t=0,上海拉谷谷时装有限公司,上海,4.5-6千/月,,
数据分析专员,http://jobs.51job.com/beijing-cyq/85237702.html?s=01&t=0,北京优信丰顺路宝机动车拍卖有限公司,北京-朝阳区,6-8千/月,,大专
商品主管/数据分析主管,http://jobs.51job.com/zhengzhou/87804486.html?s=01&t=0,三六一度郑州鸣杨体育用品有限公司,郑州,5-8千/月,,
数据分析师（浦东张江）,http://jobs.51job.com/shanghai-pdxq/89033981.html?s=01&t=0,北京金道天成信息系统服务有限公司,上海-浦东新区,4-6千/月,,
数据分析,http://jobs.51job.com/hangzhou-xcq/76126199.html?s=01&t=0,杭州爱唯服饰有限公司,杭州-下城区,6-8千/月,2年经验,大专
数据分析助理,http://jobs.51job.com/shenzhen-lgq/90189339.html?s=01&t=0,深圳市泰普达科技有限公司,深圳-龙岗区,3-4.5千/月,,大专
网站数据分析专家,http://jobs.51job.com/shanghai-ptq/88873650.html?s=01&t=0,酷宝信息技术（上海）有限公司,上海-普陀区,1-3万/月,,
数据分析师,http://jobs.51job.com/shanghai/88149815.html?s=01&t=0,北京英雄互娱科技股份有限公司,上海,0.8-1万/月,2年经验,
Data & Analytics Supervisor 数据分析主管,http://jobs.51job.com/shanghai/92317929.html?s=01&t=0,GroupM群邑（上海）广告有限公司,上海,0.8-1万/月,3-4年经验,本科
数据分析员,http://jobs.51job.com/shanghai/88716273.html?s=01&t=0,龙宝参茸股份有限公司,上海,3-4.5千/月,,大专
大数据分析工程师,http://jobs.51job.com/jinan/83097278.html?s=01&t=0,广州旭升源科技有限公司,济南,0.8-1.5万/月,,
